precinct,country,county_lat,county_long,constitution,Democratic-Farmer-Labor,american delta,libertarian,green,republican,,Independence,Socialist Workers,Legal Marijuana Now
QUIRING TWP|190,Beltrami County,47.879508,-95.00505,1,9,0,1,1,23,1,0,0,0
RED LAKE AGENCY PREC|195,Beltrami County,47.879508,-95.00505,1,528,1,3,31,14,6,0,1,14
REDBY PREC|200,Beltrami County,47.879508,-95.00505,2,407,0,4,19,12,5,2,1,7
ROOSEVELT TWP|205,Beltrami County,47.879508,-95.00505,0,51,0,5,2,78,1,0,0,1
SHOOKS TWP|210,Beltrami County,47.879508,-95.00505,0,4,0,1,0,90,0,1,0,0
SHOTLEY TWP|215,Beltrami County,47.879508,-95.00505,0,8,0,1,0,17,0,0,0,0
SOLWAY|220,Beltrami County,47.879508,-95.00505,2,13,0,4,0,24,0,0,0,1
SPRUCE GROVE TWP|225,Beltrami County,47.879508,-95.00505,0,13,0,1,0,20,1,3,0,0
STEENERSON TWP|230,Beltrami County,47.879508,-95.00505,0,5,0,0,0,17,0,0,0,0
SUGAR BUSH TWP|235,Beltrami County,47.879508,-95.00505,0,42,0,2,4,42,1,4,0,0
SUMMIT TWP|240,Beltrami County,47.879508,-95.00505,0,19,0,2,0,137,1,2,0,0
TAYLOR TWP|245,Beltrami County,47.879508,-95.00505,0,11,0,2,1,43,1,0,0,0
TEN LAKE TWP|250,Beltrami County,47.879508,-95.00505,1,273,0,9,7,139,4,11,0,5
TENSTRIKE|255,Beltrami County,47.879508,-95.00505,0,25,0,1,0,65,0,0,0,1
TURTLE LAKE TWP|260,Beltrami County,47.879508,-95.00505,4,301,2,22,8,478,11,16,1,0
TURTLE RIVER TWP|270,Beltrami County,47.879508,-95.00505,7,319,0,14,3,404,9,18,0,3
TURTLE RIVER|265,Beltrami County,47.879508,-95.00505,0,29,0,1,0,20,1,1,0,0
UNORG DIST 1|275,Beltrami County,47.879508,-95.00505,0,6,0,0,0,10,0,0,0,0
UNORG DIST 2|280,Beltrami County,47.879508,-95.00505,0,5,0,0,0,10,0,0,0,0
UNORG DIST 3|285,Beltrami County,47.879508,-95.00505,1,40,0,1,1,49,3,1,0,0
WASKISH TWP|290,Beltrami County,47.879508,-95.00505,2,24,0,3,1,39,1,2,0,0
WILTON|295,Beltrami County,47.879508,-95.00505,1,47,0,5,1,59,2,3,1,0
WOODROW TWP|300,Beltrami County,47.879508,-95.00505,0,11,0,2,0,29,0,0,0,1
ALBERTA TWP|5,Benton County,45.701225,-94.00144,1,68,1,12,2,329,2,5,0,1
FOLEY|10,Benton County,45.701225,-94.00144,2,289,0,37,18,814,7,19,0,3
GILMANTON TWP|20,Benton County,45.701225,-94.00144,3,94,0,10,2,375,1,5,0,2
GILMAN|15,Benton County,45.701225,-94.00144,0,20,1,6,0,77,2,4,0,1
GLENDORADO TWP|25,Benton County,45.701225,-94.00144,1,76,1,14,7,352,0,8,0,2
GRAHAM TWP|30,Benton County,45.701225,-94.00144,1,50,0,4,5,280,0,6,0,0
GRANITE LEDGE TWP|35,Benton County,45.701225,-94.00144,0,58,0,9,1,343,4,8,0,1
LANGOLA TWP|40,Benton County,45.701225,-94.00144,1,104,1,14,5,473,3,3,2,1
MAYHEW LAKE TWP|45,Benton County,45.701225,-94.00144,3,89,0,7,5,384,2,9,1,0
MAYWOOD TWP|50,Benton County,45.701225,-94.00144,2,118,0,13,7,378,0,8,1,1
MINDEN TWP P-1|55,Benton County,45.701225,-94.00144,6,174,1,34,8,742,4,14,1,0
MINDEN TWP P-2|56,Benton County,45.701225,-94.00144,0,2,0,0,0,2,0,0,0,0
RICE|60,Benton County,45.701225,-94.00144,3,191,0,32,13,656,4,16,3,4
ROYALTON|67,Benton County,45.701225,-94.00144,0,1,0,1,0,0,0,0,0,0
SARTELL P-2|95,Benton County,45.701225,-94.00144,5,360,2,33,12,607,12,14,1,5
SAUK RAPIDS P-1|100,Benton County,45.701225,-94.00144,1,360,0,32,8,675,9,15,0,3
SAUK RAPIDS P-2|105,Benton County,45.701225,-94.00144,3,369,0,38,21,671,11,17,0,10
SAUK RAPIDS P-3|110,Benton County,45.701225,-94.00144,5,482,0,57,15,944,9,32,0,3
SAUK RAPIDS P-4|111,Benton County,45.701225,-94.00144,6,433,0,51,16,647,15,24,0,4
SAUK RAPIDS P-5|112,Benton County,45.701225,-94.00144,2,489,0,80,18,999,13,37,1,1
SAUK RAPIDS P-6|113,Benton County,45.701225,-94.00144,0,0,0,0,0,0,0,0,0,0
SAUK RAPIDS TWP|115,Benton County,45.701225,-94.00144,0,88,0,10,2,237,3,3,0,1
ST CLOUD W2 P1|70,Benton County,45.701225,-94.00144,3,407,0,49,12,476,12,22,2,6
ST CLOUD W2 P3|80,Benton County,45.701225,-94.00144,3,439,1,44,32,423,14,13,0,6
ST CLOUD W2 P4|85,Benton County,45.701225,-94.00144,2,333,0,31,21,251,9,7,2,4
ST GEORGE TWP|90,Benton County,45.701225,-94.00144,1,116,1,18,2,509,3,7,0,0
WATAB TWP|120,Benton County,45.701225,-94.00144,3,430,2,47,13,1228,8,29,1,4
AKRON TWP|5,Big Stone County,45.419925,-96.402226,0,45,0,5,2,42,0,4,0,1
ALMOND TWP|10,Big Stone County,45.419925,-96.402226,0,28,0,3,0,32,2,0,0,0
ARTICHOKE TWP|15,Big Stone County,45.419925,-96.402226,0,27,0,1,1,22,0,5,0,0
BARRY|20,Big Stone County,45.419925,-96.402226,0,7,0,0,0,3,0,0,0,0
BEARDSLEY|31,Big Stone County,45.419925,-96.402226,0,37,0,5,1,49,1,2,0,1
BIG STONE TWP|25,Big Stone County,45.419925,-96.402226,1,50,0,11,2,126,1,2,1,0
BROWNS VALLEY TWP|30,Big Stone County,45.419925,-96.402226,1,32,0,1,0,34,1,2,0,0
CLINTON|35,Big Stone County,45.419925,-96.402226,0,75,0,6,2,99,0,1,0,1
CORRELL|40,Big Stone County,45.419925,-96.402226,0,6,0,0,0,10,1,0,0,0
FOSTER TWP|45,Big Stone County,45.419925,-96.402226,1,32,0,4,0,45,0,1,0,0
GRACEVILLE TWP|55,Big Stone County,45.419925,-96.402226,1,14,0,3,2,34,1,1,0,0
GRACEVILLE|50,Big Stone County,45.419925,-96.402226,2,117,0,8,2,195,3,12,0,0
JOHNSON|56,Big Stone County,45.419925,-96.402226,0,5,0,0,0,12,0,1,0,0
MALTA TWP|60,Big Stone County,45.419925,-96.402226,1,9,0,0,1,24,3,0,0,0
MOONSHINE TWP|65,Big Stone County,45.419925,-96.402226,1,13,0,4,0,27,1,1,0,0
ODESSA TWP|75,Big Stone County,45.419925,-96.402226,0,13,0,2,1,57,1,4,0,1
ODESSA|70,Big Stone County,45.419925,-96.402226,0,17,0,2,1,29,0,0,0,1
ORTONVILLE P-1|80,Big Stone County,45.419925,-96.402226,3,225,1,24,3,391,8,11,0,7
ORTONVILLE P-2|85,Big Stone County,45.419925,-96.402226,3,100,0,11,1,226,1,4,0,0
ORTONVILLE TWP|86,Big Stone County,45.419925,-96.402226,0,15,0,1,1,33,1,1,0,0
OTREY TWP|90,Big Stone County,45.419925,-96.402226,0,16,0,1,0,31,0,2,0,0
PRIOR TWP|95,Big Stone County,45.419925,-96.402226,0,33,0,2,0,67,0,4,0,0
TOQUA TWP|100,Big Stone County,45.419925,-96.402226,0,5,0,0,0,20,0,1,0,0
AMBOY|5,Blue Earth County,44.03371,-94.064012,2,65,0,8,1,146,7,6,0,3
BEAUFORD TWP|10,Blue Earth County,44.03371,-94.064012,2,42,0,15,2,144,4,9,1,2
BUTTERNUT VALLEY TWP|15,Blue Earth County,44.03371,-94.064012,0,58,0,6,2,102,1,6,0,0
CAMBRIA TWP|20,Blue Earth County,44.03371,-94.064012,0,59,0,4,3,95,2,0,0,1
CERESCO TWP|25,Blue Earth County,44.03371,-94.064012,2,21,0,7,4,72,0,0,0,0
DANVILLE TWP|30,Blue Earth County,44.03371,-94.064012,0,48,0,4,2,86,0,6,3,0
DECORIA TWP|35,Blue Earth County,44.03371,-94.064012,3,198,0,15,3,439,5,12,1,1
EAGLE LAKE|40,Blue Earth County,44.03371,-94.064012,3,544,3,76,5,826,15,33,1,5
GARDEN CITY TWP|45,Blue Earth County,44.03371,-94.064012,2,147,0,16,9,250,3,8,1,5
GOOD THUNDER|50,Blue Earth County,44.03371,-94.064012,2,86,0,16,4,164,4,4,2,4
JAMESTOWN TWP|55,Blue Earth County,44.03371,-94.064012,0,134,0,11,4,244,4,5,1,2
JUDSON TWP|60,Blue Earth County,44.03371,-94.064012,2,102,0,14,2,168,8,7,0,2
LAKE CRYSTAL|65,Blue Earth County,44.03371,-94.064012,7,527,0,53,17,608,12,27,0,9
LE RAY TWP|70,Blue Earth County,44.03371,-94.064012,3,144,0,14,2,252,1,7,0,0
LIME TWP|75,Blue Earth County,44.03371,-94.064012,2,175,0,11,15,359,3,10,1,1
LINCOLN TWP|80,Blue Earth County,44.03371,-94.064012,0,26,0,12,0,75,0,1,0,0
LYRA TWP|85,Blue Earth County,44.03371,-94.064012,1,49,0,3,0,135,1,5,0,0
MADISON LAKE|95,Blue Earth County,44.03371,-94.064012,3,223,1,21,12,360,3,9,0,1
MANKATO TWP P-1|195,Blue Earth County,44.03371,-94.064012,0,43,0,5,2,83,0,2,0,0
MANKATO TWP P-2|197,Blue Earth County,44.03371,-94.064012,10,375,0,33,15,487,8,26,1,3
MANKATO W-01 P-11|145,Blue Earth County,44.03371,-94.064012,3,797,1,104,28,655,20,22,4,12
MANKATO W-01 P-12|150,Blue Earth County,44.03371,-94.064012,4,324,0,24,11,311,10,12,0,3
MANKATO W-01 P-14|160,Blue Earth County,44.03371,-94.064012,16,843,1,77,26,767,22,26,2,5
MANKATO W-02 P-15|165,Blue Earth County,44.03371,-94.064012,14,1556,0,153,74,1114,30,57,3,16
MANKATO W-02 P-16|170,Blue Earth County,44.03371,-94.064012,1,615,1,63,18,793,10,28,0,3
MANKATO W-02 P-17|175,Blue Earth County,44.03371,-94.064012,4,121,0,12,5,122,1,3,0,2
MANKATO W-03 P-07|125,Blue Earth County,44.03371,-94.064012,5,481,0,52,29,325,14,11,0,3
MANKATO W-03 P-08|130,Blue Earth County,44.03371,-94.064012,4,578,2,47,17,545,11,25,1,5
MANKATO W-03 P-09|135,Blue Earth County,44.03371,-94.064012,9,864,4,102,35,797,13,25,0,10
MANKATO W-04 P-10A|142,Blue Earth County,44.03371,-94.064012,6,690,0,75,39,490,21,17,1,3
MANKATO W-04 P-10|140,Blue Earth County,44.03371,-94.064012,3,736,0,96,53,367,19,19,1,16
MANKATO W-04 P-13|155,Blue Earth County,44.03371,-94.064012,4,414,1,69,13,361,9,16,1,5
MANKATO W-05 P-01|100,Blue Earth County,44.03371,-94.064012,6,306,1,31,10,219,4,16,0,1
MANKATO W-05 P-02|105,Blue Earth County,44.03371,-94.064012,0,109,0,16,14,74,4,3,0,2
MANKATO W-05 P-03|106,Blue Earth County,44.03371,-94.064012,2,397,2,44,8,327,7,20,0,5
MANKATO W-05 P-04|110,Blue Earth County,44.03371,-94.064012,1,245,0,14,4,94,5,11,2,0
MANKATO W-05 P-05|115,Blue Earth County,44.03371,-94.064012,5,341,2,37,16,262,4,10,2,4
MANKATO W-05 P-06|120,Blue Earth County,44.03371,-94.064012,1,505,2,83,29,433,6,15,0,6
MAPLETON TWP|205,Blue Earth County,44.03371,-94.064012,3,50,0,1,3,98,1,0,0,0
MAPLETON|200,Blue Earth County,44.03371,-94.064012,5,306,1,33,9,489,16,12,1,3
MCPHERSON TWP|90,Blue Earth County,44.03371,-94.064012,2,71,0,9,2,161,2,4,0,0
MEDO TWP|210,Blue Earth County,44.03371,-94.064012,1,39,0,10,4,125,4,4,0,0
MINNESOTA LAKE|212,Blue Earth County,44.03371,-94.064012,0,4,0,0,0,3,0,0,0,0
NORTH MANKATO|213,Blue Earth County,44.03371,-94.064012,0,0,0,0,0,1,0,1,0,0
PEMBERTON|215,Blue Earth County,44.03371,-94.064012,1,29,0,4,2,69,0,3,0,1
PLEASANT MOUND TWP|220,Blue Earth County,44.03371,-94.064012,0,12,0,2,1,91,1,2,0,0
RAPIDAN TWP|225,Blue Earth County,44.03371,-94.064012,4,246,0,23,7,412,3,12,0,2
SAINT CLAIR|230,Blue Earth County,44.03371,-94.064012,4,133,0,25,4,229,6,11,1,3
SHELBY TWP|235,Blue Earth County,44.03371,-94.064012,0,50,0,5,0,98,2,2,0,0
SKYLINE|240,Blue Earth County,44.03371,-94.064012,0,107,0,11,3,76,1,10,0,0
SOUTH BEND TWP|245,Blue Earth County,44.03371,-94.064012,3,275,1,23,13,423,6,10,2,3
STERLING TWP|250,Blue Earth County,44.03371,-94.064012,1,46,1,2,2,87,3,2,0,0
VERNON CENTER TWP|260,Blue Earth County,44.03371,-94.064012,0,35,0,7,3,71,0,7,0,0
VERNON CENTER|255,Blue Earth County,44.03371,-94.064012,0,37,0,6,1,83,1,6,0,0
ALBIN TWP|5,Brown County,44.246541,-94.733647,1,30,0,4,1,133,1,4,0,0
BASHAW TWP|10,Brown County,44.246541,-94.733647,2,19,0,1,1,100,2,3,0,0
BURNSTOWN TWP|15,Brown County,44.246541,-94.733647,0,16,0,4,0,133,2,2,0,0
COBDEN|20,Brown County,44.246541,-94.733647,0,3,0,2,0,11,0,2,0,0
COMFREY|25,Brown County,44.246541,-94.733647,1,39,0,4,0,129,0,9,0,3
COTTONWOOD TWP|30,Brown County,44.246541,-94.733647,2,101,1,14,5,347,8,10,0,0
EDEN TWP|35,Brown County,44.246541,-94.733647,0,22,0,2,1,117,1,0,0,0
EVAN|40,Brown County,44.246541,-94.733647,0,13,0,0,0,20,0,3,0,0
HANSKA|45,Brown County,44.246541,-94.733647,3,60,0,11,4,91,1,5,0,5
HOME TWP|50,Brown County,44.246541,-94.733647,3,33,0,7,0,250,0,6,0,0
LAKE HANSKA TWP|55,Brown County,44.246541,-94.733647,0,54,0,8,0,98,3,1,0,1
LEAVENWORTH TWP|60,Brown County,44.246541,-94.733647,0,23,0,5,2,144,0,4,0,0
LINDEN TWP|65,Brown County,44.246541,-94.733647,1,46,0,7,6,89,5,4,0,5
MILFORD TWP|70,Brown County,44.246541,-94.733647,3,96,0,13,2,313,4,9,0,2
MULLIGAN TWP|75,Brown County,44.246541,-94.733647,1,21,0,6,0,68,2,8,0,0
NEW ULM W-1 P-1|80,Brown County,44.246541,-94.733647,6,246,0,32,11,428,9,17,0,3
NEW ULM W-1 P-2|85,Brown County,44.246541,-94.733647,6,341,0,47,11,525,9,21,1,3
NEW ULM W-2 P-1|90,Brown County,44.246541,-94.733647,3,296,0,39,13,463,9,40,1,5
NEW ULM W-2 P-2|95,Brown County,44.246541,-94.733647,5,246,2,27,11,433,6,16,1,3
NEW ULM W-3 P-1|100,Brown County,44.246541,-94.733647,11,431,0,39,9,670,6,45,2,0
NEW ULM W-3 P-2|105,Brown County,44.246541,-94.733647,3,265,2,39,15,474,3,30,0,5
NEW ULM W-4 P-1|110,Brown County,44.246541,-94.733647,3,303,0,49,11,586,9,46,1,3
NEW ULM W-4 P-2|115,Brown County,44.246541,-94.733647,4,317,0,45,8,587,13,49,0,2
NORTH STAR TWP|120,Brown County,44.246541,-94.733647,1,11,0,9,0,125,0,1,0,0
PRAIRIEVILLE TWP|125,Brown County,44.246541,-94.733647,1,11,0,6,1,143,3,2,0,0
SIGEL TWP|130,Brown County,44.246541,-94.733647,1,50,0,6,1,153,0,9,0,0
SLEEPY EYE W-1|135,Brown County,44.246541,-94.733647,1,194,0,21,8,453,7,17,0,2
SLEEPY EYE W-2|140,Brown County,44.246541,-94.733647,6,197,0,22,4,700,7,32,0,3
SPRINGFIELD W-1|145,Brown County,44.246541,-94.733647,1,131,0,13,5,328,2,6,2,0
SPRINGFIELD W-2|150,Brown County,44.246541,-94.733647,2,125,0,15,5,352,2,16,1,1
STARK TWP|155,Brown County,44.246541,-94.733647,1,11,0,6,1,164,1,1,0,0
STATELY TWP|160,Brown County,44.246541,-94.733647,0,12,0,0,0,81,1,3,0,0
ATKINSON TWP|5,Carlton County,46.603818,-92.671044,1,92,0,9,2,115,5,6,0,1
AUTOMBA TWP|10,Carlton County,46.603818,-92.671044,0,33,0,4,0,45,0,1,0,0
BARNUM TWP|20,Carlton County,46.603818,-92.671044,3,288,0,30,5,311,4,17,0,1
BARNUM|15,Carlton County,46.603818,-92.671044,0,91,0,13,1,123,1,3,0,2
BESEMAN TWP|25,Carlton County,46.603818,-92.671044,0,23,1,2,0,32,1,1,0,0
BLACKHOOF TWP|30,Carlton County,46.603818,-92.671044,3,240,0,22,9,256,7,12,1,1
CARLTON|35,Carlton County,46.603818,-92.671044,4,273,0,22,12,182,14,6,0,7
CLEAR CREEK UNORG|68,Carlton County,46.603818,-92.671044,2,26,0,5,0,42,0,1,0,0
CLOQUET W-1|40,Carlton County,46.603818,-92.671044,5,649,0,44,15,608,8,17,0,4
CLOQUET W-2|45,Carlton County,46.603818,-92.671044,6,515,1,46,21,427,7,12,1,9
CLOQUET W-3|50,Carlton County,46.603818,-92.671044,7,555,0,44,25,459,10,26,3,9
CLOQUET W-4|55,Carlton County,46.603818,-92.671044,1,563,0,47,10,488,6,21,1,5
CLOQUET W-5 P-1|60,Carlton County,46.603818,-92.671044,1,552,0,27,12,476,8,9,0,4
CLOQUET W-5 P-2|65,Carlton County,46.603818,-92.671044,0,184,1,5,14,52,1,3,0,5
CORONA UNORG|70,Carlton County,46.603818,-92.671044,2,35,0,2,0,31,0,0,0,0
CROMWELL|75,Carlton County,46.603818,-92.671044,0,49,0,4,3,38,1,0,0,0
EAGLE TWP|80,Carlton County,46.603818,-92.671044,1,127,1,3,2,174,0,7,0,1
HOLYOKE TWP|85,Carlton County,46.603818,-92.671044,1,42,0,9,2,69,3,1,0,1
KALEVALA TWP|90,Carlton County,46.603818,-92.671044,1,51,0,7,3,95,1,5,0,1
KETTLE RIVER|95,Carlton County,46.603818,-92.671044,0,45,0,11,0,28,1,3,0,1
LAKEVIEW TWP|100,Carlton County,46.603818,-92.671044,0,49,0,3,2,49,2,1,0,0
MAHTOWA TWP|105,Carlton County,46.603818,-92.671044,5,152,0,18,3,175,7,4,0,1
MOOSE LAKE TWP|115,Carlton County,46.603818,-92.671044,2,203,0,29,1,284,7,12,0,0
MOOSE LAKE|110,Carlton County,46.603818,-92.671044,8,377,0,36,6,266,9,15,0,8
PERCH LAKE TWP|120,Carlton County,46.603818,-92.671044,1,296,0,12,11,182,4,5,1,2
PROGRESS UNORG|118,Carlton County,46.603818,-92.671044,0,7,0,0,0,3,0,0,0,0
RED CLOVER UNORG|125,Carlton County,46.603818,-92.671044,0,58,0,3,2,74,0,6,0,1
SAWYER UNORG|130,Carlton County,46.603818,-92.671044,3,73,0,4,3,84,5,6,0,2
SCANLON|135,Carlton County,46.603818,-92.671044,0,291,0,29,3,201,3,6,0,1
SILVER BROOK TWP|140,Carlton County,46.603818,-92.671044,1,124,0,14,6,205,2,13,0,3
SILVER TWP|145,Carlton County,46.603818,-92.671044,0,102,1,12,4,136,0,4,1,0
SKELTON TWP|150,Carlton County,46.603818,-92.671044,2,99,0,10,3,118,5,4,1,2
SPLIT ROCK TWP|155,Carlton County,46.603818,-92.671044,0,28,0,5,1,49,0,3,0,0
THOMSON TWP|165,Carlton County,46.603818,-92.671044,14,1337,0,108,25,1503,23,55,0,7
TWIN LAKES TWP|170,Carlton County,46.603818,-92.671044,5,568,0,47,17,561,4,17,0,6
WRENSHALL TWP|180,Carlton County,46.603818,-92.671044,4,114,2,5,4,119,0,4,1,4
WRENSHALL|175,Carlton County,46.603818,-92.671044,2,130,1,11,3,83,2,2,0,3
WRIGHT|185,Carlton County,46.603818,-92.671044,0,19,0,1,3,17,1,0,0,0
BENTON TWP|5,Carver County,44.82132,-93.800091,2,112,0,10,1,335,3,12,0,1
CAMDEN TWP|10,Carver County,44.82132,-93.800091,4,103,0,10,2,419,2,6,0,0
CARVER|15,Carver County,44.82132,-93.800091,5,930,1,126,29,1145,22,48,1,11
CHANHASSEN P-1A|20,Carver County,44.82132,-93.800091,2,907,0,92,14,731,35,42,1,3
CHANHASSEN P-1B|25,Carver County,44.82132,-93.800091,7,941,1,109,30,928,24,38,1,4
CHANHASSEN P-2A|30,Carver County,44.82132,-93.800091,3,673,0,62,10,646,30,34,0,5
CHANHASSEN P-2B|35,Carver County,44.82132,-93.800091,3,1025,1,85,22,968,27,43,2,8
CHANHASSEN P-3|36,Carver County,44.82132,-93.800091,3,1166,1,126,14,1196,30,40,0,7
CHANHASSEN P-4|37,Carver County,44.82132,-93.800091,4,1154,1,103,17,1108,32,66,0,10
CHANHASSEN P-5|38,Carver County,44.82132,-93.800091,1,1135,2,120,14,1175,44,43,1,2
CHASKA W-1|40,Carver County,44.82132,-93.800091,13,1371,3,177,37,1639,32,94,1,13
CHASKA W-2|45,Carver County,44.82132,-93.800091,8,1739,1,183,35,1836,36,107,2,7
CHASKA W-3|50,Carver County,44.82132,-93.800091,11,1263,1,188,31,1287,36,60,1,13
CHASKA W-4|55,Carver County,44.82132,-93.800091,8,1454,6,125,39,1414,39,62,1,12
COLOGNE|65,Carver County,44.82132,-93.800091,3,302,2,41,10,584,3,19,0,5
DAHLGREN TWP P-1|70,Carver County,44.82132,-93.800091,2,212,0,27,8,506,4,10,0,2
DAHLGREN TWP P-2|72,Carver County,44.82132,-93.800091,0,15,0,1,0,24,0,2,0,0
HAMBURG|75,Carver County,44.82132,-93.800091,1,54,0,10,2,231,1,5,0,0
HANCOCK TWP|80,Carver County,44.82132,-93.800091,1,39,0,7,1,148,2,9,0,0
HOLLYWOOD TWP|85,Carver County,44.82132,-93.800091,7,150,0,13,4,453,1,7,0,2
LAKETOWN TWP|90,Carver County,44.82132,-93.800091,7,322,0,51,14,710,16,31,0,4
MAYER|95,Carver County,44.82132,-93.800091,2,258,1,39,3,747,6,24,0,3
NEW GERMANY|100,Carver County,44.82132,-93.800091,2,30,0,6,6,148,1,3,0,2
NORWOOD YOUNG AMERICA|105,Carver County,44.82132,-93.800091,9,515,4,59,15,1243,13,40,1,9
SAN FRANCISCO TWP|110,Carver County,44.82132,-93.800091,2,162,0,28,1,381,5,7,1,3
VICTORIA P-1|115,Carver County,44.82132,-93.800091,2,402,0,35,8,542,17,25,1,3
VICTORIA P-2|117,Carver County,44.82132,-93.800091,4,758,3,85,11,949,17,47,1,3
VICTORIA P-3|119,Carver County,44.82132,-93.800091,3,808,0,102,11,1317,31,41,0,4
WACONIA TWP|130,Carver County,44.82132,-93.800091,8,192,0,26,9,490,4,8,0,2
WACONIA W-1|120,Carver County,44.82132,-93.800091,11,1064,0,143,19,1585,24,58,2,10
WACONIA W-2|125,Carver County,44.82132,-93.800091,15,1319,0,168,30,1916,41,76,0,12
WATERTOWN TWP|140,Carver County,44.82132,-93.800091,0,209,0,23,6,522,5,15,0,0
WATERTOWN|135,Carver County,44.82132,-93.800091,7,635,1,73,32,1407,11,75,2,8
YOUNG AMERICA TWP|150,Carver County,44.82132,-93.800091,1,89,0,8,3,326,1,13,1,0
ANSEL TWP|5,Cass County,46.951745,-94.333705,1,4,0,2,0,33,0,0,0,0
BACKUS|10,Cass County,46.951745,-94.333705,0,33,0,4,0,56,1,2,0,1
BARCLAY TWP|15,Cass County,46.951745,-94.333705,2,65,1,7,2,170,0,5,0,4
BECKER TWP|20,Cass County,46.951745,-94.333705,1,36,1,8,4,183,3,7,0,0
BENA|25,Cass County,46.951745,-94.333705,0,17,0,0,1,13,0,0,0,0
BEULAH TWP|30,Cass County,46.951745,-94.333705,0,12,0,1,1,31,0,0,0,0
BIRCH LAKE TWP|35,Cass County,46.951745,-94.333705,0,115,0,7,5,248,4,6,1,0
BLIND LAKE TWP|40,Cass County,46.951745,-94.333705,0,15,0,4,1,23,0,1,0,0
BOY LAKE TWP|45,Cass County,46.951745,-94.333705,0,32,0,2,0,46,2,2,0,0
BOY RIVER CITY|50,Cass County,46.951745,-94.333705,0,0,0,0,0,6,0,0,0,0
BOY RIVER TWP|55,Cass County,46.951745,-94.333705,0,10,0,0,1,27,0,0,0,0
BULL MOOSE TWP|60,Cass County,46.951745,-94.333705,0,14,0,2,1,39,0,2,0,1
BUNGO TWP|65,Cass County,46.951745,-94.333705,1,15,0,0,2,70,0,2,0,0
BYRON TWP|70,Cass County,46.951745,-94.333705,0,19,0,2,3,58,0,1,0,0
CASS LAKE|75,Cass County,46.951745,-94.333705,0,139,0,3,9,56,7,2,1,6
CHICKAMAW BEACH|80,Cass County,46.951745,-94.333705,1,30,0,0,2,40,1,1,0,0
CROOKED LAKE TWP|85,Cass County,46.951745,-94.333705,3,162,0,13,1,190,3,5,0,0
DEERFIELD TWP|90,Cass County,46.951745,-94.333705,1,19,0,4,0,47,2,2,0,0
EAST GULL LAKE|95,Cass County,46.951745,-94.333705,2,205,1,16,2,458,2,11,0,3
FAIRVIEW TWP|100,Cass County,46.951745,-94.333705,1,123,1,10,4,391,3,8,0,1
FEDERAL DAM|105,Cass County,46.951745,-94.333705,0,20,0,0,0,24,2,0,0,1
GOULD TWP|110,Cass County,46.951745,-94.333705,0,41,0,0,2,53,0,4,0,1
HACKENSACK|115,Cass County,46.951745,-94.333705,0,78,0,3,2,92,0,1,0,1
HARDWOOD SOUTH|118,Cass County,46.951745,-94.333705,0,5,0,2,0,16,1,1,0,1
HIRAM TWP|120,Cass County,46.951745,-94.333705,0,105,0,7,0,144,2,4,0,0
HOMEBROOK TWP|125,Cass County,46.951745,-94.333705,0,25,0,0,3,91,1,2,0,0
INGUADONA TWP|130,Cass County,46.951745,-94.333705,2,34,0,0,0,68,1,1,1,0
KEGO TWP|135,Cass County,46.951745,-94.333705,4,117,0,11,7,216,1,3,0,2
LAKE SHORE|140,Cass County,46.951745,-94.333705,0,197,0,21,6,483,8,2,0,1
LEECH LAKE TWP|145,Cass County,46.951745,-94.333705,0,69,0,1,4,187,1,3,0,3
LIMA TWP|150,Cass County,46.951745,-94.333705,0,13,0,1,1,30,2,1,0,1
LONGVILLE|155,Cass County,46.951745,-94.333705,0,26,0,0,0,73,0,1,0,1
LOON LAKE TWP|160,Cass County,46.951745,-94.333705,0,78,0,12,2,175,3,4,0,0
MAPLE TWP|170,Cass County,46.951745,-94.333705,0,41,0,6,6,158,0,1,0,1
MAY TWP|175,Cass County,46.951745,-94.333705,3,68,0,7,9,400,1,6,1,1
MCKINLEY TWP|165,Cass County,46.951745,-94.333705,0,16,0,3,1,39,0,1,0,0
MEADOW BROOK TWP|180,Cass County,46.951745,-94.333705,0,13,0,1,0,76,0,1,0,1
MOOSE LAKE TWP|185,Cass County,46.951745,-94.333705,0,12,0,7,0,48,0,2,0,0
MOTLEY|187,Cass County,46.951745,-94.333705,0,0,0,0,0,9,0,0,0,0
OTTERTAIL PENINSULA TWP|188,Cass County,46.951745,-94.333705,1,13,0,4,0,25,0,0,0,1
PIKE BAY TWP|190,Cass County,46.951745,-94.333705,3,342,1,13,30,170,11,3,1,8
PILLAGER|195,Cass County,46.951745,-94.333705,0,49,0,6,2,150,0,6,0,1
PINE LAKE TWP|200,Cass County,46.951745,-94.333705,1,62,0,4,0,71,5,7,0,0
PINE RIVER TWP|210,Cass County,46.951745,-94.333705,2,126,0,21,8,442,3,10,1,0
PINE RIVER|205,Cass County,46.951745,-94.333705,5,93,0,6,10,245,2,5,1,2
PONTO LAKE TWP|215,Cass County,46.951745,-94.333705,1,148,0,8,4,242,0,2,0,0
POPLAR TWP|220,Cass County,46.951745,-94.333705,1,5,0,5,2,51,0,3,0,0
POWERS TWP|225,Cass County,46.951745,-94.333705,0,133,0,11,6,292,5,3,0,1
REMER TWP|235,Cass County,46.951745,-94.333705,1,21,0,2,0,65,1,3,1,0
